CENTRAL ID,Author(s),Title,Source,Year,Abstract,Volume,Issue,Pages,Database Name,PubMed ID,Embase ID,CTgov ID,CINAHL ID,ICTRP ID,Publication Type,Keywords,DOI,URL,Cochrane Review Group Code
CN-02191485,"Tan, AH; Lim, SY; Chong, KK; A Manap MAA, ; Hor, JW; Lim, JL; Low, SC; Chong, CW; Mahadeva, S; Lang, AE",Probiotics for Constipation in Parkinson Disease: a Randomized Placebo-Controlled Study,Neurology,2021,"OBJECTIVE: To determine whether probiotics are effective for constipation, a common and often difficult‐to‐treat problem, in Parkinson disease (PD). METHODS: In this double‐blind, randomized, placebo‐controlled, single‐center trial, 280 patients with PD were screened, and 72 eligible patients were block‐randomized (1:1) to receive either multistrain probiotics capsules (n = 34) or identical‐appearing placebo (n = 38), for 4 weeks. The primary endpoint was the change in the average number of spontaneous bowel movements (SBM) per week during the last 2 weeks of intervention compared with the 2‐week preintervention phase, recorded by daily stool diary. Secondary outcome measures included changes in stool consistency, constipation severity score, and quality of life related to constipation. Satisfaction with intervention received was assessed. Change in levels of fecal calprotectin, a marker of intestinal inflammation, was an exploratory outcome. RESULTS: SBM increased by 1.0 ± 1.2 per week after treatment with probiotics and decreased by 0.3 ± 1.0 per week in the placebo group (mean difference 1.3, 95% confidence interval 0.8‐1.8, p < 0.001). Significant improvements were also seen for secondary outcomes after correction for multiple comparisons, including stool consistency (p = 0.009) and quality of life related to constipation (p = 0.001). In the treatment group, 65.6% reported satisfaction with the intervention vs only 21.6% in the placebo group (p < 0.001). One patient (2.9%) in the treatment group withdrew due to a nonserious adverse event. Fecal calprotectin did not change significantly during the study. CONCLUSIONS: Multistrain probiotics treatment was effective for constipation in PD. Further studies are needed to investigate the long‐term efficacy and safety of probiotics in PD, as well as their mechanisms of action. CLINICALTRIALSGOV IDENTIFIER: NCT03377322. CLASSIFICATION OF EVIDENCE: This study provides Class I evidence that, for people with PD, multistrain probiotics significantly increased the average number of SBM per week.",96,5,e772‐e782,Cochrane Central Register of Controlled Trials (CENTRAL),PUBMED 33046607,EMBASE 633159938,,,,Journal article,"*Parkinson disease; *Patient Satisfaction; *Quality of Life; *constipation; Adult; Aged; Article; Clinical trial; Constipation [etiology, physiopathology, *therapy]; Controlled study; Defecation; Double blind procedure; Double‐Blind Method; Drug efficacy; Drug safety; Drug therapy; Feces; Feces [chemistry]; Female; Human; Humans; Inflammation; Leukocyte L1 Antigen Complex [metabolism]; Major clinical study; Male; Microcapsule; Middle Aged; Parkinson Disease [complications, *physiopathology]; Pharmacokinetics; Probiotics [*therapeutic use]; Quality of life; Randomized controlled trial; Satisfaction",10.1212/WNL.0000000000010998,https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02191485/full,Incontinence; Complementary Medicine
CN-02121280,"Fritsch, J; Garces, L; Quintero, MA; Pignac-Kobinger, J; Santander, AM; Fernández, I; Ban, YJ; Kwon, D; Phillips, MC; Knight, K; Mao, Q; Santaolalla, R; Chen, XS; Maruthamuthu, M; Solis, N; Damas, OM; Kerman, DH; Deshpande, AR; Lewis, JE; Chen, C; Abreu, MT","Low-Fat, High-Fiber Diet Reduces Markers of Inflammation and Dysbiosis and Improves Quality of Life in Patients With Ulcerative Colitis",Clinical gastroenterology and hepatology,2021,"BACKGROUND & AIMS: A high‐fat diet has been associated with an increased risk of ulcerative colitis (UC). We studied the effects of a low‐fat, high‐fiber diet (LFD) vs an improved standard American diet (iSAD, included higher quantities of fruits, vegetables, and fiber than a typical SAD). We collected data on quality of life, markers of inflammation, and fecal markers of intestinal dysbiosis in patients with UC. METHODS: We analyzed data from a parallel‐group, cross‐over study of 17 patients with UC in remission or with mild disease (with a flare within the past 18 mo), from February 25, 2015, through September 11, 2018. Participants were assigned randomly to 2 groups and received a LFD (10% of calories from fat) or an iSAD (35%‐40% of calories from fat) for the first 4‐week period, followed by a 2‐week washout period, and then switched to the other diet for 4 weeks. All diets were catered and delivered to patients' homes, and each participant served as her or his own control. Serum and stool samples were collected at baseline and week 4 of each diet and analyzed for markers of inflammation. We performed 16s ribosomal RNA sequencing and untargeted and targeted metabolomic analyses on stool samples. The primary outcome was quality of life, which was measured by the short inflammatory bowel disease (IBD) questionnaire at baseline and week 4 of the diets. Secondary outcomes included changes in the Short‐Form 36 health survey, partial Mayo score, markers of inflammation, microbiome and metabolome analysis, and adherence to the diet. RESULTS: Participants' baseline diets were unhealthier than either study diet. All patients remained in remission throughout the study period. Compared with baseline, the iSAD and LFD each increased quality of life, based on the short IBD questionnaire and Short‐Form 36 health survey scores (baseline short IBD questionnaire score, 4.98; iSAD, 5.55; LFD, 5.77; baseline vs iSAD, P = .02; baseline vs LFD, P = .001). Serum amyloid A decreased significantly from 7.99 mg/L at baseline to 4.50 mg/L after LFD (P = .02), but did not decrease significantly compared with iSAD (7.20 mg/L; iSAD vs LFD, P = .07). The serum level of C‐reactive protein decreased numerically from 3.23 mg/L at baseline to 2.51 mg/L after LFD (P = .07). The relative abundance of Actinobacteria in fecal samples decreased from 13.69% at baseline to 7.82% after LFD (P = .017), whereas the relative abundance of Bacteroidetes increased from 14.6% at baseline to 24.02% on LFD (P = .015). The relative abundance of Faecalibacterium prausnitzii was higher after 4 weeks on the LFD (7.20%) compared with iSAD (5.37%; P = .04). Fecal levels of acetate (an anti‐inflammatory metabolite) increased from a relative abundance of 40.37 at baseline to 42.52 on the iSAD and 53.98 on the LFD (baseline vs LFD, P = .05; iSAD vs LFD, P = .09). The fecal level of tryptophan decreased from a relative abundance of 1.33 at baseline to 1.08 on the iSAD (P = .43), but increased to a relative abundance of 2.27 on the LFD (baseline vs LFD, P = .04; iSAD vs LFD, P = .08); fecal levels of lauric acid decreased after LFD (baseline, 203.4; iSAD, 381.4; LFD, 29.91; baseline vs LFD, P = .04; iSAD vs LFD, P = .02). CONCLUSIONS: In a cross‐over study of patients with UC in remission, we found that a catered LFD or iSAD were each well tolerated and increased quality of life. However, the LFD decreased markers of inflammation and reduced intestinal dysbiosis in fecal samples. Dietary interventions therefore might benefit patients with UC in remission. ClinicalTrials.gov no: NCT04147598.",19,6,1189‐1199.e30,Cochrane Central Register of Controlled Trials (CENTRAL),PUBMED 32445952,EMBASE 631864180,,,,Journal article,"*Western diet; *high fiber diet; *lifestyle; *microbiome; *quality of life; *ulcerative colitis; Actinobacteria; Adult; Article; Bacteroidetes; Calorie; Clinical article; Colitis, Ulcerative; Controlled study; Cross‐Over Studies; Diet; Dysbiosis; Faecalibacterium prausnitzii; Feces; Female; Fruit; Gene expression; Human; Human tissue; Humans; Inflammation; Male; Metabolome; Nonhuman; Parallel design; Protein blood level; Protein expression; Quality of Life; Questionnaire; Randomized controlled trial; Remission; Short Form 36; Vegetable",10.1016/j.cgh.2020.05.026,https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02121280/full,
CN-02400536,"Ranaivo, H; Zhang, Z; Alligier, M; Van Den Berghe, L; Sothier, M; Lambert-Porcheron, S; Feugier, N; Cuerq, C; Machon, C; Neyrinck, AM; Seethaler, B; Rodriguez, J; Roumain, M; Muccioli, GG; Maquet, V; Laville, M; Bischoff, SC; Walter, J; Delzenne, NM; Nazare, JA",Chitin-glucan supplementation improved postprandial metabolism and altered gut microbiota in subjects at cardiometabolic risk in a randomized trial,Scientific reports,2022,"Chitin‐glucan (CG), an insoluble dietary fiber, has been shown to improve cardiometabolic disorders associated with obesity in mice. Its effects in healthy subjects has recently been studied, revealing its interaction with the gut microbiota. In this double‐blind, randomized, cross‐over, twice 3‐week exploratory study, we investigated the impacts of CG on the cardiometabolic profile and gut microbiota composition and functions in 15 subjects at cardiometabolic risk. They consumed as a supplement 4.5 g of CG daily or maltodextrin as control. Before and after interventions, fasting and postprandial metabolic parameters and exhaled gases (hydrogen [H2] and methane [CH4]) were evaluated. Gut microbiota composition (16S rRNA gene sequencing analysis), fecal concentrations of bile acids, long‐ and short‐chain fatty acids (LCFA, SCFA), zonulin, calprotectin and lipopolysaccharide binding protein (LBP) were analyzed. Compared to control, CG supplementation increased exhaled H2 following an enriched‐fiber breakfast ingestion and decreased postprandial glycemia and triglyceridemia response to a standardized test meal challenge served at lunch. Of note, the decrease in postprandial glycemia was only observed in subjects with higher exhaled H2, assessed upon lactulose breath test performed at inclusion. CG decreased a family belonging to Actinobacteria phylum and increased 3 bacterial taxa: Erysipelotrichaceae UCG.003, Ruminococcaceae UCG.005 and Eubacterium ventriosum group. Fecal metabolites, inflammatory and intestinal permeability markers did not differ between groups. In conclusion, we showed that CG supplementation modified the gut microbiota composition and improved postprandial glycemic response, an early determinant of cardiometabolic risk. Our results also suggest breath H2 production as a non‐invasive parameter of interest for predicting the effectiveness of dietary fiber intervention.",12,1,8830,Cochrane Central Register of Controlled Trials (CENTRAL),PUBMED 35614185,EMBASE 638097780,,,,Journal article,"*Cardiovascular Diseases; *Gastrointestinal Microbiome; *cardiovascular disease; *intestine flora; Animal; Bacteria; Bacterium; Blood Glucose [analysis]; Chitin [metabolism]; Controlled study; Dietary Fiber [analysis]; Dietary Supplements; Dietary fiber; Dietary supplement; Feces; Feces [microbiology]; Genetics; Glucans [metabolism]; Glucose blood level; Human; Humans; Metabolism; Microbiology; Mouse; RNA, Ribosomal, 16S [analysis, genetics]; Randomized controlled trial",10.1038/s41598-022-12920-z,https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02400536/full,
CN-02724019,"Lennon, S; Lackie, T; Miltko, A; Kearns, ZC; Paquette, MR; Bloomer, RJ; Wang, A; van der Merwe, M",Safety and efficacy of a probiotic cocktail containing P. acidilactici and L. plantarum for gastrointestinal discomfort in endurance runners: randomized double-blinded crossover clinical trial,"Physiologie appliquee, nutrition et metabolisme [Applied physiology, nutrition, and metabolism]",2024,"Probiotics are increasingly used to treat conditions associated with gastrointestinal injury and permeability, including exercise‐induced gastrointestinal discomfort. This study assessed safety and efficacy of a probiotic in altering the intestinal milieu and mitigating gastrointestinal symptoms (GIS) in endurance runners. In a double blind, crossover study, 16 runners were randomized to 4 weeks of daily supplementation with a probiotic cocktail containing Pediococcus acidilactici bacteria and Lactobacillus plantarum or placebo. Fasting blood and stool samples were collected for measurement of gut permeability markers, immune parameters, and microbiome analyses. Treadmill run tests were performed before and after treatment; participants ran at 65%‐70% of VO2max at 27 °C for a maximum of 90 min or until fatigue/GIS developed. A blood sample was collected after the treadmill run test. In healthy individuals, 4 weeks of probiotic supplementation did not alter health parameters, although a marginal reduction in aspartate aminotransferase levels was observed with probiotic treatment only (p = 0.05). GIS, gut permeability‐associated parameters (intestinal fatty acid binding protein, lipopolysaccharide binding protein, zonulin, and cytokines), and intestinal microbial content were not altered by the probiotic supplementation. Post‐run measurements of GIS and gut‐associated parameters did not differ between groups; however, the observed lack of differences is confounded by an absence of measurable functional outcome as GIS was not sufficiently induced during the run. Under the current study conditions, the probiotic was safe to use, and did not affect gut‐ or immune‐associated parameters, or intestinal symptoms in a healthy population. The probiotic might reduce tissue damage, but more studies are warranted.",49,7,890‐903,Cochrane Central Register of Controlled Trials (CENTRAL),PUBMED 38427981,,,,,Journal article,*Cross‐Over Studies; *Lactobacillus plantarum; *Pediococcus acidilactici; *Physical Endurance; *Probiotics [administration & dosage]; *Running [physiology]; Acute‐Phase Proteins; Adult; Aspartate Aminotransferases [blood]; Carrier Proteins; Cytokines [blood]; Double‐Blind Method; Fatty Acid‐Binding Proteins [blood]; Feces [microbiology]; Female; Gastrointestinal Diseases; Gastrointestinal Microbiome; Haptoglobins; Humans; Male; Membrane Glycoproteins; Middle Aged; Permeability; Protein Precursors [blood]; Young Adult,10.1139/apnm-2023-0449,https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02724019/full,Complementary Medicine
CN-02365669,"Lee, B; Kader, MA; Colgate, ER; Carmolli, M; Dickson, DM; Diehl, SA; Alam, M; Afreen, S; Mychaleckyj, JC; Nayak, U; Petri, WA; Haque, R; Kirkpatrick, BD",Oral rotavirus vaccine shedding as a marker of mucosal immunity,Scientific reports,2021,"Group A rotaviruses (RVA) remain a leading cause of pediatric diarrhea worldwide, in part due to underperformance of currently approved live‐attenuated, oral vaccines in low‐and‐middle income countries. Improved immune correlates of protection (CoP) for existing oral vaccines and novel strategies to evaluate the performance of next‐generation vaccines are needed. Use of oral vaccines as challenge agents in controlled human infection models is a potential approach to CoP discovery that remains underexplored. In a live‐attenuated, oral rotavirus vaccine (Rotarix, GlaxoSmithKline) efficacy trial conducted among infants in Dhaka, Bangladesh, we explored the potential for the second dose of the two‐dose series to be considered a challenge agent through which RVA immunity could be explored, using fecal virus shedding post‐dose 2 as a marker of mucosal immunity. Among 180 vaccinated infants who completed the parent study per protocol, the absence of fecal vaccine shedding following the second dose of Rotarix suggested intestinal mucosal immunity generated by the first dose and a decreased risk of RVA diarrhea through 2 years of life (RR 0.616, 95% CI 0.392‐0.968). Further development of controlled human infection models for group A rotaviruses, especially in prospective studies with larger sample sizes, may be a promising tool to assess rotavirus vaccine efficacy and CoPs.",11,1,21760,Cochrane Central Register of Controlled Trials (CENTRAL),PUBMED 34741103,,,,,Journal article,"Administration, Oral; Cohort Studies; Feces [chemistry]; Humans; Immunity, Mucosal; Infant; Rotavirus Infections [*prevention & control]; Rotavirus Vaccines [analysis, *immunology]; Rotavirus [immunology]; Vaccines, Attenuated [analysis, immunology]",10.1038/s41598-021-01288-1,https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02365669/full,
CN-02854116,"Arenas-Montes, J; Alcala-Diaz, JF; Garcia-Fernandez, H; Gutierrez-Mariscal, FM; Lopez-Moreno, A; Luque-Cordoba, D; Arenas-de Larriva, AP; Torres-Peña, JD; Luque, RM; Prodam, F; Priego-Capote, F; Delgado-Lista, J; Lopez-Miranda, J; Camargo, A",A microbiota pattern associated with cardiovascular events in secondary prevention: the CORDIOPREV study,European heart journal,2025,"BACKGROUND AND AIMS: Preventing new cardiovascular events in patients with established cardiovascular disease (CVD) is a daunting task for clinicians. Intestinal microbiota may help identify patients at risk, thus improving the strategies of secondary prevention. The aim of this study was to evaluate the baseline differences between the gut microbiota from coronary heart disease (CHD) patients suffering new major adverse cardiovascular events (MACEs) in the following 7 years, compared with CHD patients who did not undergo new MACE in this period, and to build a score associated with the risk of suffering new MACE. METHODS: Within the framework of the CORDIOPREV study, a clinical trial that involved 1002 patients with CHD, intestinal microbiota was examined in patients with available faecal samples (n = 679, 132 MACE), through 16S metagenomics on the Illumina MiSeq and Quiime2 software. Lipopolysaccharide (LPS) was measured using limulus amoebocyte lysate test. RESULTS: Random survival forest identified 10 bacterial taxa with a higher predictive power for MACE incidence. Receiver operating characteristic curves yielded an area under the curve of 65.2% (59.1%‐71.3%) in the training set and 68.6% (59.3%‐77.9%) in the validation set. The intestinal microbiota risk score was associated with a MACE incidence hazard ratio of 2.01 (95% confidence interval 1.37‐3.22). Lipopolysaccharide analysis showed a greater LPS post‐prandial fold change in the MACE group (P = .005). CONCLUSIONS: These results reinforce the relationship between intestinal microbiota and CVD and suggest that a microbiota profile is associated with MACE in CHD patients, in addition to higher endotoxaemia.",46,22,2104‐2115,Cochrane Central Register of Controlled Trials (CENTRAL),PUBMED 40197788,,,,,Journal article,"*Cardiovascular Diseases [microbiology, prevention & control]; *Coronary Disease [microbiology, prevention & control]; *Gastrointestinal Microbiome [physiology]; *Secondary Prevention [methods]; Aged; Feces [microbiology]; Female; Humans; Male; Middle Aged",10.1093/eurheartj/ehaf181,https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02854116/full,
CN-02133083,"Zhu, C; Sawrey-Kubicek, L; Bardagjy, AS; Houts, H; Tang, X; Sacchi, R; Randolph, JM; Steinberg, FM; Zivkovic, AM",Whole egg consumption increases plasma choline and betaine without affecting TMAO levels or gut microbiome in overweight postmenopausal women,"Nutrition research (New York, N.Y.)",2020,"As a crucial part of the symbiotic system, the gut microbiome is metabolically connected to many diseases and conditions, including cardiovascular diseases (CVD). Trimethylamine (TMA) is produced by gut bacteria from dietary choline, betaine, or L‐carnitine, and is then converted in the liver to Trimethylamine N‐oxide (TMAO), which in turn affects hepatic and intestinal lipid metabolism. Circulating TMAO is positively associated with CVD risk. Because eggs are rich in choline, it has been speculated that their consumption may increase plasma TMAO. In this study, we hypothesized that 2 eggs per day increases plasma TMAO level by altering gut microbiome composition in mildly hypercholesterolemic postmenopausal women. In this randomized, cross‐over study, 20 overweight, postmenopausal women were given 2 whole eggs and the equivalent amount of yolk‐free substitute as breakfast for 4 weeks, in randomized order, with a 4‐week washout in between. Fasting blood draws and stool were collected at the beginning and end of each treatment period. Plasma TMAO, choline, betaine and other metabolites were analyzed using LC/MS, while gut microbiome composition was analyzed using 16S amplicon sequencing. Plasma choline and betaine were significantly increased after whole egg but not yolk‐free substitute, however TMAO level was not significantly affected by treatments. Gut microbiome composition showed large inter‐individual variability at baseline and in response to the treatments. The consumption of 2 eggs per day in overweight, postmenopausal mildly hypercholesterolemic women significantly increased plasma choline and betaine, but did not increase plasma TMAO or alter gut microbiome composition.",78,,36‐41,Cochrane Central Register of Controlled Trials (CENTRAL),PUBMED 32464420,EMBASE 2005982763,,,,Journal article,"*dietary intake; *egg; *intestine flora; *obesity; *postmenopause; Adult; Aged; Amplicon; Article; Bacteria [classification, isolation & purification]; Bacterium identification; Betaine [*blood]; Blood level; Blood sampling; Body mass; Cardiovascular risk; Cholesterol blood level; Choline [*blood]; Clinical article; Controlled study; Crossover procedure; Cross‐Over Studies; Diet; Eggs; Feces [microbiology]; Female; Gastrointestinal Microbiome; Human; Humans; Hypercholesterolemia; Liquid chromatography‐mass spectrometry; Methylamines [*blood]; Middle Aged; Nonhuman; Obesity [blood, microbiology]; Overweight [blood, microbiology]; Postmenopause; Priority journal; Randomized controlled trial; Risk assessment; Sequence analysis; Species composition",10.1016/j.nutres.2020.04.002,https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02133083/full,
CN-02076993,"Scorletti, E; Afolabi, PR; Miles, EA; Smith, DE; Almehmadi, A; Alshathry, A; Childs, CE; Del Fabbro, S; Bilson, J; Moyses, HE; Clough, GF; Sethi, JK; Patel, J; Wright, M; Breen, DJ; Peebles, C; Darekar, A; Aspinall, R; Fowell, AJ; Dowman, JK; Nobili, V; Targher, G; Delzenne, NM; Bindels, LB; Calder, PC; Byrne, CD","Synbiotics Alter Fecal Microbiomes, But Not Liver Fat or Fibrosis, in a Randomized Trial of Patients With Nonalcoholic Fatty Liver Disease",Gastroenterology,2020,"BACKGROUND & AIMS: Dysbiosis of the intestinal microbiota has been associated with nonalcoholic fatty liver disease (NAFLD). We investigated whether administration of a synbiotic combination of probiotic and prebiotic agents affected liver fat content, biomarkers of liver fibrosis, and the composition of the fecal microbiome in patients with NAFLD. METHODS: We performed a double‐blind phase 2 trial of 104 patients with NAFLD in the United Kingdom. Participants (mean age, 50.8 ± 12.6 years; 65% men; 37% with diabetes) were randomly assigned to groups given the synbiotic agents (fructo‐oligosaccharides, 4 g twice per day, plus Bifidobacterium animalis subspecies lactis BB‐12; n = 55) or placebo (n = 49) for 10‐14 months. Liver fat content was measured at the start and end of the study by magnetic resonance spectroscopy, and liver fibrosis was determined from a validated biomarker scoring system and vibration‐controlled transient elastography. Fecal samples were collected at the start and end of the study, the fecal microbiome were analyzed by 16S ribosomal DNA sequencing. RESULTS: Mean baseline and end‐of‐study magnetic resonance spectroscopy liver fat percentage values were 32.3% ± 24.8% and 28.5% ± 20.1% in the synbiotic group and 31.3% ± 22% and 25.2% ± 17.2% in the placebo group. In the unadjusted intention‐to‐treat analysis, we found no significant difference in liver fat reduction between groups (β = 2.8; 95% confidence interval, ‐2.2 to 7.8; P = .30). In a fully adjusted regression model (adjusted for baseline measurement of the outcome plus age, sex, weight difference, and baseline weight), only weight loss was associated with a significant decrease in liver fat (β = 2; 95% confidence interval, 1.5‐2.6; P = .03). Fecal samples from patients who received the synbiotic had higher proportions of Bifidobacterium and Faecalibacterium species, and reductions in Oscillibacter and Alistipes species, compared with baseline; these changes were not observed in the placebo group. Changes in the composition of fecal microbiota were not associated with liver fat or markers of fibrosis. CONCLUSIONS: In a randomized trial of patients with NAFLD, 1 year of administration of a synbiotic combination (probiotic and prebiotic) altered the fecal microbiome but did not reduce liver fat content or markers of liver fibrosis. (ClinicalTrials.gov, Number: NCT01680640).",158,6,1597‐1610.e7,Cochrane Central Register of Controlled Trials (CENTRAL),PUBMED 31987796,EMBASE 630734993,,,,Journal article,"*cardiovascular disease; *fat content; *feces microflora; *liver fibrosis; *microbiome; *non insulin dependent diabetes mellitus; *nonalcoholic fatty liver; Adult; Alistipes; Article; Bifidobacterium animalis; Biomarkers [analysis]; Biopsy; Body weight loss; Clinical trial; Controlled study; Double blind procedure; Double‐Blind Method; Drug combination; Drug therapy; Dysbiosis [complications, *diet therapy]; Elasticity Imaging Techniques; Faecalibacterium; Feces [microbiology]; Female; Gastrointestinal Microbiome [*drug effects]; Human; Human tissue; Humans; Lipids [analysis]; Liver Cirrhosis [prevention & control]; Liver [chemistry, diagnostic imaging, *drug effects, pathology]; Magnetic Resonance Spectroscopy; Major clinical study; Male; Middle Aged; Middle aged; Nonhuman; Non‐alcoholic Fatty Liver Disease [*diet therapy, microbiology, pathology]; Nuclear magnetic resonance spectroscopy; Oligosaccharides [administration & dosage]; Phase 2 clinical trial; Proof of Concept Study; Randomized controlled trial; Remission; Scoring system; Synbiotics [*administration & dosage]; Transient elastography; United Kingdom; Vibration",10.1053/j.gastro.2020.01.031,https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02076993/full,Complementary Medicine
CN-02196462,"Frugé, AD; Van der Pol, W; Rogers, LQ; Morrow, CD; Tsuruta, Y; Demark-Wahnefried, W",Fecal Akkermansia muciniphila Is Associated with Body Composition and Microbiota Diversity in Overweight and Obese Women with Breast Cancer Participating in a Presurgical Weight Loss Trial,Journal of the Academy of Nutrition and Dietetics,2020,"BACKGROUND: Akkermansia muciniphila (AM) is a gram‐negative, mucin‐degrading bacteria inhabiting the gastrointestinal tract associated with host phenotypes and disease states. OBJECTIVE: Explore characteristics of overweight and obese female early‐stage (0 to II) breast cancer patients with low AM relative abundance (LAM) vs high (HAM) enrolled in a presurgical weight‐loss trial. DESIGN: Secondary analysis of pooled participants in a randomized controlled trial (NCT02224807). PARTICIPANTS/SETTING: During the period from 2014 to 2017, 32 female patients with breast cancer were randomized to weight‐loss or attention‐control arms from time of diagnosis‐to‐lumpectomy (mean=30±9 days). INTERVENTION: All were instructed to correct nutrient deficiencies via food sources and on upper‐body exercises. The weight‐loss group received additional guidance to promote 0.5 to 1 kg/wk weight‐loss via energy restriction and aerobic exercise. MAIN OUTCOME MEASURES: At baseline and follow‐up, sera, fecal samples, two‐24 hour dietary recalls and dual x‐ray absorptiometry were obtained. Bacterial DNA was isolated from feces and polymerase chain reaction (16S) amplified. Inflammatory cytokines were measured in sera. STATISTICAL ANALYSES PERFORMED: Differences between LAM and HAM participants were analyzed using t tests and nonparametric tests. Spearman correlations explored relationships between continuous variables. RESULTS: Participants were aged 61±9 years with body mass index 34.8±6. Mean AM relative abundance was 0.02% (0.007% to 0.06%) and 1.59% (0.59% to 13.57%) for LAM and HAM participants, respectively. At baseline, women with HAM vs LAM had lower fat mass (38.9±11.2 kg vs 46.4±9.0 kg; P=0.044). Alpha diversity (ie, species richness) was higher in women with HAM (360.8±84.8 vs 282.4±69.6; P=0.008) at baseline, but attenuated after weight‐loss (P=0.058). At baseline, interleukin‐6 level was associated with species richness (ρ=‐0.471, P=0.008) and fat mass (ρ=0.529, P=0.002), but not AM. Change in total dietary fiber was positively associated with AM in LAM (ρ=0.626, P=0.002), but not HAM (ρ=0.436, P=0.180) participants. CONCLUSIONS: Among women with early‐stage breast cancer, body composition is associated with AM, microbiota diversity, and interleukin‐6 level. AM may mediate the effects of dietary fiber in improving microbiota composition.",120,4,650‐659,Cochrane Central Register of Controlled Trials (CENTRAL),PUBMED 30420171,,,,,Journal article,"Akkermansia; Body Composition; Breast Neoplasms [etiology, *microbiology, surgery]; Diet Surveys; Diet, Reducing [methods]; Dietary Fiber [microbiology]; Feces [*microbiology]; Female; Gastrointestinal Microbiome; Humans; Interleukin‐6 [blood]; Mastectomy, Segmental; Middle Aged; Obesity [complications, diet therapy, *microbiology]; Overweight [complications, diet therapy, *microbiology]; Preoperative Care [methods]; Verrucomicrobia; Weight Loss",10.1016/j.jand.2018.08.164,https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02196462/full,
CN-02380842,"Ferrell, M; Bazeley, P; Wang, Z; Levison, BS; Li, XS; Jia, X; Krauss, RM; Knight, R; Lusis, AJ; Garcia-Garcia, JC; Hazen, SL; Tang, WHW",Fecal Microbiome Composition Does Not Predict Diet-Induced TMAO Production in Healthy Adults,Journal of the American Heart Association,2021,"Background Trimethylamine‐N‐oxide (TMAO) is a small molecule derived from the metabolism of dietary nutrients by gut microbes and contributes to cardiovascular disease. Plasma TMAO increases following consumption of red meat. This metabolic change is thought to be partly because of the expansion of gut microbes able to use nutrients abundant in red meat. Methods and Results We used data from a randomized crossover study to estimate the degree to which TMAO can be estimated from fecal microbial composition. Healthy participants received a series of 3 diets that differed in protein source (red meat, white meat, and non‐meat), and fecal, plasma, and urine samples were collected following 4 weeks of exposure to each diet. TMAO was quantitated in plasma and urine, while shotgun metagenomic sequencing was performed on fecal DNA. While the cai gene cluster was weakly correlated with plasma TMAO (rho=0.17, P=0.0007), elastic net models of TMAO were not improved by abundances of bacterial genes known to contribute to TMAO synthesis. A global analysis of all taxonomic groups, genes, and gene families found no meaningful predictors of TMAO. We postulated that abundances of known genes related to TMAO production do not predict bacterial metabolism, and we measured choline‐ and carnitine‐trimethylamine lyase activity during fecal culture. Trimethylamine lyase genes were only weakly correlated with the activity of the enzymes they encode. Conclusions Fecal microbiome composition does not predict systemic TMAO because, in this case, gene copy number does not predict bacterial metabolic activity. Registration URL: https://www.clinicaltrials.gov; Unique identifier: NCT01427855.",10,21,e021934,Cochrane Central Register of Controlled Trials (CENTRAL),PUBMED 34713713,,,,,Journal article,Adult; Bacteria [metabolism]; Choline [metabolism]; Cross‐Over Studies; Diet; Feces; Gastrointestinal Microbiome; Humans; Lyases [metabolism]; Methylamines [blood]; Microbiota,10.1161/JAHA.121.021934,https://www.cochranelibrary.com/central/doi/10.1002/central/CN-02380842/full,
